appID,appCategory
1158,402
1159,503
1160,0
1161,210
1162,104
1163,408
1164,0
1165,203
1166,402
1167,0
1168,402
1169,0
1170,405
1171,104
1172,106
1173,0
1174,401
1175,0
1176,401
1177,301
1178,301
1179,402
1180,407
1181,503
1182,407
1183,503
1184,503
1185,0
1186,0
1187,0
1188,503
1189,301
1190,0
1191,201
1192,108
1193,409
1194,407
1195,104
1196,106
1197,0
1198,0
1199,402
1200,104
1201,209
1202,0
1203,407
1204,0
1205,106
1206,106
1207,0
1208,407
1209,405
1210,211
1211,503
1212,209
1213,211
1214,0
1215,0
1216,402
1217,0
1218,0
1219,0
1220,0
1221,401
1222,0
1223,0
1224,209
1225,108
1226,503
1227,108
1228,301
1229,203
1230,303
1231,407
1232,0
1233,106
1234,0
1235,0
1236,301
1237,0
1238,106
1239,203
1240,209
1241,503
1242,301
1243,203
1244,301
1245,211
1246,0
1247,0
1248,0
1249,402
1250,503
1251,401
1252,405
1253,503
1254,104
1255,0
1256,403
1257,0
1258,211
1259,211
1260,0
1261,0
1262,108
1263,303
1264,301
1265,301
1266,407
1267,108
1268,0
1269,407
1270,401
1271,0
1272,103
1273,402
1274,210
1275,209
1276,301
1277,303
1278,211
1279,0
1280,503
1281,105
1282,0
1283,0
1284,0
1285,301
1286,301
1287,407
1288,409
1289,0
1290,407
1291,0
1292,0
1293,0
1294,503
1295,301
1296,407
1297,0
1298,409
1299,503
1300,409
1301,402
1302,0
1303,0
1304,301
1305,503
1306,407
1307,108
1308,0
1309,503
1310,0
1311,0
1312,108
1313,0
1314,0
1315,0
1316,0
1317,0
1318,203
1319,0
1320,405
1321,405
1322,0
1323,203
1324,0
1325,407
1326,0
1327,0
1328,405
1329,503
1330,405
1331,106
1332,103
1333,401
1334,503
1335,209
1336,407
1337,0
1338,503
1339,401
1340,0
1341,503
1342,201
1343,0
1344,109
1345,402
1346,0
1347,108
1348,0
1349,0
1350,0
1351,301
1352,0
1353,402
1354,0
1355,301
1356,0
1357,106
1358,0
1359,0
1360,0
1361,0
1362,0
1363,201
1364,201
1365,405
1366,109
1367,0
1368,0
1369,402
1370,403
1371,0
1372,407
1373,0
1374,0
1375,106
1376,0
1377,301
1378,503
1379,209
1380,409
1381,408
1382,406
1383,0
1384,106
1385,0
1386,402
1387,0
1388,0
1389,301
1390,401
1391,209
1392,203
1393,105
1394,409
1395,0
1396,209
1397,402
1398,503
1399,503
1400,104
1401,203
1402,105
1403,104
1404,0
1405,402
1406,106
1407,109
1408,0
1409,0
1410,408
1411,0
1412,401
1413,503
1414,401
1415,405
1416,0
1417,108
1418,402
1419,402
1420,401
1421,0
1422,301
1423,209
1424,401
1425,106
1426,0
1427,301
1428,301
1429,203
1430,0
1431,301
1432,407
1433,0
1434,0
1435,209
1436,209
1437,104
1438,106
1439,0
1440,106
1441,405
1442,211
1443,0
1444,0
1445,0
1446,503
1447,503
1448,0
1449,409
1450,402
1451,0
1452,0
1453,401
1454,503
1455,407
1456,0
1457,0
1458,203
1459,0
1460,209
1461,402
1462,402
1463,0
1464,0
1465,402
1466,0
1467,0
1468,0
1469,0
1470,402
1471,402
1472,402
1473,0
1474,209
1475,0
1476,408
1477,108
1478,106
1479,401
1480,0
1481,0
1482,503
1483,503
1484,503
1485,503
1486,211
1487,0
1488,209
1489,203
1490,106
1491,503
1492,503
1493,0
1494,0
1495,0
1496,301
1497,301
1498,0
1499,0
1500,211
1501,211
1502,103
1503,401
1504,301
1505,408
1506,408
1507,402
1508,503
1509,0
1510,301
1511,406
1512,0
1513,106
1514,0
1515,407
1516,0
1517,0
1518,210
1519,209
1520,209
1521,0
1522,503
1523,408
1524,203
1525,402
1526,210
1527,0
1528,407
1529,0
1530,409
1531,405
1532,405
1533,402
1534,211
1535,503
1536,108
1537,401
1538,209
1539,104
1540,104
1541,0
1542,0
1543,402
1544,0
1545,402
1546,402
1547,402
1548,0
1549,402
1550,402
1551,402
1552,503
1553,0
1554,0
1555,209
1556,0
1557,0
1558,0
1559,405
1560,0
1561,503
1562,103
1563,104
1564,503
1565,0
1566,0
1567,402
1568,106
1569,103
1570,104
1571,0
1572,503
1573,403
1574,0
1575,0
1576,108
1577,405
1578,0
1579,405
1580,0
1581,104
1582,0
1583,106
1584,209
1585,0
1586,401
1587,0
1588,0
1589,405
1590,0
1591,0
1592,0
1593,405
1594,0
1595,0
1596,104
1597,106
1598,407
1599,0
1600,108
1601,203
1602,0
1603,402
1604,0
1605,0
1606,210
1607,0
1608,204
1609,503
1610,409
1611,108
1612,209
1613,106
1614,401
1615,407
1616,210
1617,0
1618,503
1619,0
1620,503
1621,0
1622,209
1623,103
1624,0
1625,106
1626,106
1627,109
1628,0
1629,301
1630,0
1631,106
1632,103
1633,0
1634,0
1635,0
1636,104
1637,106
1638,203
1639,402
1640,0
1641,503
1642,0
1643,503
1644,405
1645,402
1646,503
1647,503
1648,503
1649,409
1650,301
1651,106
1652,0
1653,0
1654,407
1655,405
1656,0
1657,405
1658,405
1659,106
1660,0
1661,403
1662,0
1663,408
1664,109
1665,0
1666,405
1667,0
1668,0
1669,108
1670,503
1671,303
1672,0
1673,0
1674,503
1675,203
1676,503
1677,401
1678,109
1679,0
1680,402
1681,503
1682,503
1683,0
1684,401
1685,0
1686,405
1687,301
1688,0
1689,0
1690,402
1691,209
1692,0
1693,0
1694,0
1695,0
1696,409
1697,402
1698,407
1699,201
1700,0
1701,503
1702,0
1703,407
1704,0
1705,0
1706,201
1707,503
1708,211
1709,503
1710,0
1711,0
1712,0
1713,0
1714,209
1715,402
1716,402
1717,0
1718,108
1719,0
1720,503
1721,105
1722,0
1723,105
1724,0
1725,209
1726,0
1727,0
1728,106
1729,503
1730,0
1731,104
1732,0
1733,0
1734,103
1735,405
1736,0
1737,0
1738,401
1739,105
1740,0
1741,0
1742,402
1743,301
1744,0
1745,0
1746,0
1747,201
1748,0
1749,201
1750,403
1751,106
1752,105
1753,0
1754,0
1755,201
1756,0
1757,106
1758,0
1759,503
1760,210
1761,0
1762,0
1763,0
1764,503
1765,106
1766,0
1767,503
1768,402
1769,201
1770,401
1771,104
1772,211
1773,401
1774,0
1775,0
1776,0
1777,203
1778,401
1779,0
1780,402
1781,0
1782,402
1783,402
1784,0
1785,0
1786,301
1787,0
1788,0
1789,0
1790,407
1791,0
1792,209
1793,301
1794,106
1795,210
1796,0
1797,503
1798,203
1799,0
1800,401
1801,0
1802,104
1803,0
1804,0
1805,301
1806,0
1807,0
1808,0
1809,0
1810,209
1811,104
1812,104
1813,106
1814,407
1815,407
1816,407
1817,201
1818,301
1819,106
1820,402
1821,0
1822,0
1823,209
1824,104
1825,0
1826,0
1827,104
1828,503
1829,109
1830,0
1831,402
1832,0
1833,106
1834,405
1835,401
1836,108
1837,503
1838,106
1839,106
1840,401
1841,401
1842,301
1843,209
1844,401
1845,402
1846,0
1847,402
1848,406
1849,0
1850,210
1851,402
1852,405
1853,0
1854,209
1855,402
1856,209
1857,0
1858,106
1859,301
1860,0
1861,108
1862,503
1863,503
1864,203
1865,503
1866,106
1867,408
1868,210
1869,109
1870,211
1871,103
1872,0
1873,0
1874,0
1875,402
1876,211
1877,0
1878,0
1879,0
1880,0
1881,106
1882,106
1883,405
1884,405
1885,0
1886,0
1887,0
1888,0
1889,0
1890,303
1891,106
1892,106
1893,402
1894,405
1895,0
1896,106
1897,209
1898,503
1899,0
1900,503
1901,201
1902,0
1903,203
1904,0
1905,203
1906,104
1907,0
1908,209
1909,0
1910,301
1911,106
1912,0
1913,106
1914,104
1915,402
1916,503
1917,503
1918,405
1919,301
1920,401
1921,203
1922,0
1923,106
1924,301
1925,209
1926,0
1927,503
1928,109
1929,503
1930,0
1931,209
1932,401
1933,405
1934,301
1935,405
1936,402
1937,403
1938,503
1939,0
1940,201
1941,108
1942,0
1943,105
1944,0
1945,104
1946,0
1947,0
1948,0
1949,0
1950,0
1951,402
1952,108
1953,0
1954,108
1955,301
1956,0
1957,0
1958,0
1959,407
1960,401
1961,402
1962,301
1963,209
1964,0
1965,405
1966,108
1967,0
1968,0
1969,0
1970,106
1971,0
1972,0
1973,0
1974,402
1975,201
1976,402
1977,103
1978,104
1979,0
1980,0
1981,0
1982,0
1983,209
1984,106
1985,104
1986,106
1987,105
1988,105
1989,106
1990,0
1991,0
1992,203
1993,203
1994,0
1995,0
1996,0
1997,210
1998,408
1999,403
2000,211
2001,0
2002,105
2003,104
2004,106
2005,409
2006,0
2007,201
2008,0
2009,405
2010,0
2011,211
2012,108
2013,211
2014,0
2015,210
2016,405
2017,409
2018,0
2019,402
2020,0
2021,405
2022,0
2023,401
2024,401
2025,106
2026,209
2027,211
2028,301
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,203
2037,106
2038,0
2039,0
2040,402
2041,0
2042,0
2043,503
2044,301
2045,0
2046,401
2047,0
2048,0
2049,408
2050,211
2051,103
2052,106
2053,0
2054,0
2055,402
2056,0
2057,203
2058,105
2059,108
2060,203
2061,104
2062,211
2063,0
2064,203
2065,0
2066,0
2067,407
2068,408
2069,301
2070,402
2071,0
2072,0
2073,108
2074,104
2075,106
2076,0
2077,0
2078,104
2079,405
2080,209
2081,109
2082,109
2083,104
2084,104
2085,104
2086,104
2087,0
2088,211
2089,203
2090,503
2091,106
2092,0
2093,209
2094,401
2095,0
2096,0
2097,0
2098,0
2099,0
2100,503
2101,402
2102,104
2103,201
2104,0
2105,106
2106,402
2107,209
2108,0
2109,301
2110,503
2111,0
2112,103
2113,0
2114,0
2115,503
2116,203
2117,402
2118,104
2119,105
2120,303
2121,203
2122,110
2123,0
2124,0
2125,301
2126,203
2127,0
2128,401
2129,402
2130,0
2131,0
2132,0
2133,105
2134,0
2135,301
2136,106
2137,402
2138,402
2139,0
2140,209
2141,0
2142,0
2143,0
2144,0
2145,106
2146,0
2147,405
2148,402
2149,406
2150,0
2151,503
2152,0
2153,407
2154,409
2155,503
2156,402
2157,104
2158,0
2159,203
2160,211
2161,106
2162,301
2163,407
2164,0
2165,407
2166,201
2167,203
2168,210
2169,503
2170,105
2171,0
2172,110
2173,0
2174,0
2175,211
2176,209
2177,301
2178,0
2179,211
2180,401
2181,405
2182,0
2183,402
2184,0
2185,303
2186,303
2187,203
2188,301
2189,301
2190,402
2191,0
2192,0
2193,106
2194,405
2195,401
2196,301
2197,409
2198,106
2199,0
2200,0
2201,407
2202,106
2203,402
2204,209
2205,402
2206,401
2207,203
2208,203
2209,401
2210,0
2211,402
2212,104
2213,401
2214,403
2215,503
2216,0
2217,209
2218,408
2219,0
2220,301
2221,301
2222,103
2223,401
2224,203
2225,301
2226,104
2227,0
2228,203
2229,403
2230,0
2231,209
2232,104
2233,203
2234,209
2235,0
2236,402
2237,110
2238,0
2239,407
2240,407
2241,0
2242,105
2243,0
2244,0
2245,201
2246,503
2247,401
2248,0
2249,401
2250,104
2251,106
2252,403
2253,203
2254,105
2255,108
2256,104
2257,403
2258,104
2259,503
2260,0
2261,104
2262,301
2263,301
2264,210
2265,301
2266,0
2267,203
2268,209
2269,108
2270,301
2271,0
2272,203
2273,0
2274,301
2275,301
2276,106
2277,301
2278,503
2279,108
2280,104
2281,401
2282,0
2283,503
2284,406
2285,0
2286,0
2287,301
2288,106
2289,105
2290,0
2291,209
2292,209
2293,106
2294,0
2295,0
2296,0
2297,301
2298,104
2299,401
2300,210
2301,210
2302,0
2303,0
2304,201
2305,301
2306,209
2307,0
2308,203
2309,303
2310,104
2311,201
2312,401
2313,0
2314,503
2315,211
2316,211
2317,106
2318,402
2319,0
2320,106
2321,402
2322,402
2323,106
2324,408
2325,0
2326,0
2327,0
2328,402
2329,0
2330,402
2331,0
2332,503
2333,0
2334,106
2335,108
2336,401
2337,407
2338,402
2339,0
2340,0
2341,0
2342,0
2343,106
2344,402
2345,0
2346,106
2347,401
2348,0
2349,402
2350,0
2351,0
2352,203
2353,106
2354,203
2355,211
2356,0
2357,402
2358,209
2359,403
2360,0
2361,303
2362,301
2363,405
2364,209
2365,209
2366,209
2367,0
2368,0
2369,0
2370,0
2371,0
2372,203
2373,110
2374,109
2375,503
2376,303
2377,401
2378,203
2379,104
2380,201
2381,0
2382,209
2383,209
2384,301
2385,0
2386,0
2387,104
2388,0
2389,109
2390,105
2391,106
2392,301
2393,104
2394,211
2395,0
2396,0
2397,0
2398,407
2399,303
2400,0
2401,203
2402,104
2403,209
2404,0
2405,0
2406,203
2407,0
2408,0
2409,405
2410,0
2411,401
2412,0
2413,0
2414,104
2415,0
2416,503
2417,203
2418,402
2419,203
2420,0
2421,0
2422,0
2423,106
2424,203
2425,407
2426,402
2427,0
2428,401
2429,409
2430,0
2431,503
2432,303
2433,0
2434,0
2435,402
2436,203
2437,0
2438,301
2439,0
2440,301
2441,0
2442,0
2443,405
2444,209
2445,0
2446,301
2447,108
2448,106
2449,104
2450,0
2451,106
2452,401
2453,407
2454,405
2455,203
2456,108
2457,405
2458,103
2459,402
2460,0
2461,201
2462,0
2463,301
2464,409
2465,106
2466,0
2467,105
2468,403
2469,405
2470,0
2471,402
2472,407
2473,0
2474,210
2475,210
2476,210
2477,301
2478,0
2479,0
2480,0
2481,301
2482,104
2483,503
2484,503
2485,105
2486,203
2487,0
2488,301
2489,402
2490,503
2491,201
2492,109
2493,0
2494,301
2495,0
2496,503
2497,503
2498,0
2499,108
2500,0
2501,211
2502,407
2503,209
2504,401
2505,0
2506,0
2507,104
2508,104
2509,105
2510,402
2511,0
2512,106
2513,0
2514,0
2515,405
2516,0
2517,301
2518,106
2519,503
2520,0
2521,104
2522,0
2523,0
2524,106
2525,503
2526,402
2527,0
2528,503
2529,402
2530,106
2531,402
2532,301
2533,408
2534,209
2535,402
2536,104
2537,106
2538,210
2539,106
2540,104
2541,201
2542,203
2543,106
2544,0
2545,104
2546,0
2547,301
2548,106
2549,201
2550,405
2551,0
2552,0
2553,0
2554,408
2555,402
2556,301
2557,0
2558,0
2559,104
2560,104
2561,209
2562,201
2563,0
2564,301
2565,0
2566,301
2567,402
2568,0
2569,104
2570,106
2571,209
2572,103
2573,0
2574,0
2575,106
2576,0
2577,402
2578,401
2579,406
2580,0
2581,0
2582,0
2583,401
2584,0
2585,0
2586,0
2587,407
2588,0
2589,110
2590,106
2591,108
2592,209
2593,209
2594,106
2595,203
2596,0
2597,401
2598,104
2599,0
2600,0
2601,408
2602,0
2603,0
2604,201
2605,203
2606,104
2607,0
2608,406
2609,0
2610,0
2611,209
2612,106
2613,0
2614,108
2615,108
2616,0
2617,503
2618,209
2619,0
2620,301
2621,0
2622,209
2623,209
2624,0
2625,402
2626,405
2627,201
2628,301
2629,408
2630,211
2631,0
2632,211
2633,403
2634,403
2635,0
2636,0
2637,303
2638,209
2639,401
2640,405
2641,402
2642,0
2643,0
2644,0
2645,408
2646,401
2647,106
2648,106
2649,106
2650,106
2651,401
2652,503
2653,0
2654,402
2655,0
2656,0
2657,0
2658,203
2659,108
2660,301
2661,0
2662,0
2663,401
2664,402
2665,402
2666,401
2667,0
2668,402
2669,203
2670,303
2671,401
2672,402
2673,503
2674,104
2675,301
2676,301
2677,0
2678,209
2679,0
2680,105
2681,402
2682,201
2683,108
2684,108
2685,104
2686,106
2687,407
2688,104
2689,402
2690,210
2691,106
2692,108
2693,0
2694,503
2695,108
2696,0
2697,0
2698,106
2699,402
2700,103
2701,0
2702,0
2703,402
2704,301
2705,203
2706,402
2707,405
2708,108
2709,209
2710,301
2711,0
2712,0
2713,403
2714,104
2715,104
2716,402
2717,503
2718,104
2719,0
2720,0
2721,402
2722,503
2723,301
2724,409
2725,407
2726,0
2727,0
2728,503
2729,301
2730,503
2731,104
2732,106
2733,303
2734,0
2735,0
2736,0
2737,405
2738,106
2739,209
2740,401
2741,503
2742,405
2743,109
2744,109
2745,104
2746,104
2747,402
2748,0
2749,0
2750,407
2751,103
2752,301
2753,106
2754,103
2755,106
2756,0
2757,0
2758,104
2759,105
2760,0
2761,0
2762,0
2763,405
2764,106
2765,407
2766,0
2767,0
2768,405
2769,108
2770,0
2771,401
2772,402
2773,0
2774,503
2775,402
2776,405
2777,405
2778,503
2779,401
2780,0
2781,503
2782,0
2783,301
2784,0
2785,0
2786,106
2787,503
2788,106
2789,203
2790,0
2791,204
2792,401
2793,401
2794,0
2795,109
2796,406
2797,0
2798,105
2799,503
2800,401
2801,0
2802,0
2803,403
2804,104
2805,401
2806,406
2807,0
2808,203
2809,401
2810,0
2811,104
2812,503
2813,210
2814,401
2815,211
2816,407
2817,405
2818,0
2819,503
2820,402
2821,405
2822,203
2823,106
2824,203
2825,503
2826,403
2827,301
2828,402
2829,0
2830,503
2831,201
2832,303
2833,0
2834,401
2835,201
2836,0
2837,106
2838,405
2839,211
2840,209
2841,401
2842,0
2843,401
2844,401
2845,401
2846,0
2847,303
2848,209
2849,503
2850,104
2851,0
2852,203
2853,109
2854,0
2855,401
2856,402
2857,0
2858,0
2859,405
2860,0
2861,503
2862,303
2863,503
2864,0
2865,0
2866,104
2867,0
2868,106
2869,301
2870,301
2871,0
2872,0
2873,0
2874,108
2875,203
2876,209
2877,0
2878,105
2879,0
2880,401
2881,203
2882,108
2883,408
2884,203
2885,106
2886,503
2887,103
2888,503
2889,401
2890,108
2891,402
2892,0
2893,0
2894,0
2895,503
2896,106
2897,201
2898,301
2899,201
2900,109
2901,503
2902,110
2903,106
2904,0
2905,0
2906,203
2907,106
2908,104
2909,407
2910,402
2911,503
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,104
2920,104
2921,104
2922,104
2923,104
2924,108
2925,0
2926,0
2927,209
2928,0
2929,0
2930,203
2931,106
2932,209
2933,104
2934,106
2935,301
2936,103
2937,110
2938,209
2939,407
2940,104
2941,405
2942,401
2943,402
2944,106
2945,301
2946,0
2947,0
2948,106
2949,106
2950,106
2951,407
2952,0
2953,301
2954,408
2955,0
2956,0
2957,401
2958,401
2959,0
2960,0
2961,106
2962,0
2963,0
2964,104
2965,402
2966,0
2967,0
2968,110
2969,0
2970,0
2971,209
2972,203
2973,0
2974,106
2975,0
2976,402
2977,105
2978,0
2979,407
2980,405
2981,303
2982,0
2983,0
2984,211
2985,109
2986,0
2987,0
2988,105
2989,402
2990,401
2991,407
2992,407
2993,402
2994,0
2995,210
2996,0
2997,301
2998,108
2999,0
3000,0
3001,0
3002,402
3003,409
3004,0
3005,203
3006,104
3007,401
3008,104
3009,0
3010,0
3011,103
3012,104
3013,503
3014,0
3015,0
3016,106
3017,401
3018,401
3019,108
3020,403
3021,0
3022,203
3023,408
3024,105
3025,0
3026,0
3027,105
3028,209
3029,104
3030,301
3031,201
3032,211
3033,106
3034,301
3035,503
3036,405
3037,301
3038,0
3039,203
3040,0
3041,0
3042,0
3043,209
3044,408
3045,0
3046,0
3047,301
3048,211
3049,408
3050,301
3051,409
3052,0
3053,402
3054,402
3055,0
3056,402
3057,402
3058,0
3059,0
3060,106
3061,0
3062,403
3063,301
3064,402
3065,105
3066,301
3067,0
3068,209
3069,301
3070,0
3071,104
3072,0
3073,301
3074,0
3075,0
3076,108
3077,401
3078,0
3079,503
3080,0
3081,106
3082,402
3083,402
3084,0
3085,0
3086,109
3087,407
3088,403
3089,104
3090,301
3091,401
3092,301
3093,301
3094,203
3095,402
3096,402
3097,0
3098,203
3099,108
3100,209
3101,503
3102,401
3103,408
3104,209
3105,106
3106,211
3107,401
3108,407
3109,209
3110,109
3111,104
3112,405
3113,301
3114,0
3115,405
3116,405
3117,405
3118,405
3119,405
3120,405
3121,0
3122,0
3123,301
3124,203
3125,0
3126,209
3127,0
3128,209
3129,105
3130,0
3131,0
3132,401
3133,109
3134,0
3135,209
3136,0
3137,106
3138,503
3139,0
3140,503
3141,402
3142,0
3143,0
3144,209
3145,0
3146,0
3147,0
3148,402
3149,0
3150,0
3151,203
3152,203
3153,203
3154,0
3155,0
3156,401
3157,0
3158,0
3159,403
3160,301
3161,211
3162,409
3163,210
3164,209
3165,203
3166,503
3167,0
3168,0
3169,402
3170,402
3171,0
3172,108
3173,0
3174,0
3175,405
3176,402
3177,407
3178,301
3179,103
3180,0
3181,0
3182,301
3183,402
3184,0
3185,0
3186,209
3187,402
3188,209
3189,301
3190,203
3191,0
3192,0
3193,106
3194,301
3195,0
3196,401
3197,110
3198,301
3199,203
3200,203
3201,0
3202,0
3203,103
3204,503
3205,0
3206,110
3207,503
3208,408
3209,0
3210,109
3211,301
3212,0
3213,104
3214,402
3215,0
3216,108
3217,408
3218,0
3219,0
3220,204
3221,106
3222,108
3223,103
3224,503
3225,0
3226,0
3227,0
3228,301
3229,209
3230,104
3231,402
3232,106
3233,203
3234,402
3235,209
3236,104
3237,409
3238,106
3239,109
3240,408
3241,401
3242,0
3243,0
3244,104
3245,0
3246,201
3247,402
3248,402
3249,402
